Code;Code_source;Année;Date;Nom_espèce_source;Nom_RefTax_MNHN;Pays;Region;Ville;Quartier/lieux dit;UTM;UTM1;UTM10;Latitude;Longitude;Altitude;Mode_lecture;Précision;Précision;Type_acquisition ;nom_Observateur;orga_Observateur;Nom_bdd;Auteur;Année_publication;Titre_publication;Nom_revue;confidentialité;nom_fournisseur;organisation;Indigénat_population;Nombre_individus;Surface_patch;abondance_rareté;Description;Corinne;Direct_hab;Ordre;Association;Remarque;Remarque
247;46816;2003;20030923;Convolvulus lanuginosus;;Spain;ALICANTE;Llíber;Tossalet de Pep Laguar;30SYH58;30SYH5985;;38,67573;-0,02279;;inconnu;lieux dit;1000;import BDD internet;J. Rebollo,L. Serra Laliga;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
249;1406186;2008;20080319;Convolvulus lanuginosus;;Spain;ALICANTE;Bolulla;;30SYH58;30SYH5185;;38,67803;-0,11464;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
251;589835;2009;20090618;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;;30SYH18;30SYH1084;;38,67971;-0,58583;;inconnu;lieux dit;1000;import BDD internet;C. Torres Gómez,E. Lluzar Buigues,M. Sánchez;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
253;1523205;2012;20120609;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;La Serreta;30SYH28;30SYH2285;;38,68578;-0,44768;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
254;47794;2003;20030923;Convolvulus lanuginosus;;Spain;ALICANTE;Llíber;La Solana;30SYH68;30SYH6087;;38,69343;-0,01056;;inconnu;lieux dit;1000;import BDD internet;J. Rebollo,L. Serra Laliga;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
255;1571721;2013;20130628;Convolvulus lanuginosus;;Spain;ALICANTE;Tàrbena;;30SYH58;30SYH5187;;38,69603;-0,11392;;inconnu;lieux dit;1000;import BDD internet;G. J. Souba,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, es Bancal Blanc
256;643449;1997;19970724;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;Font Freda;30SYH08;30SYH0986;;38,69795;-0,59672;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
257;598428;2009;20090621;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;Parc Natural de la Serra de Mariola;30SYH18;30SYH1787;;38,70503;-0,50449;;inconnu;lieux dit;1000;import BDD internet;A. Dalmau Alcina,B. Mascarós Rosario,I. Balada Mallasen,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
258;601219;2009;20090622;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;Parc Natural de la Serra de Mariola;30SYH18;30SYH1287;;38,70624;-0,56194;;inconnu;lieux dit;1000;import BDD internet;A. Dalmau Alcina,B. Mascarós Rosario,I. Balada Mallasen,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
259;643514;1997;19970724;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;Font Freda;30SYH18;30SYH1087;;38,70672;-0,58492;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
260;571640;2008;20080628;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;;30SYH08;30SYH0787;;38,70742;-0,6194;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
261;1406187;1994;19940409;Convolvulus lanuginosus;;Spain;ALICANTE;Tàrbena;;30SYH58;30SYH5289;;38,71375;-0,10171;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
262;1050588;2011;20110612;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;;30SYH18;30SYH1488;;38,71476;-0,53865;;inconnu;lieux dit;1000;import BDD internet;J. Aragoneses García,M. J. Sanchis Carles;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
263;589409;2009;20090618;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;;30SYH18;30SYH1388;;38,715;-0,55014;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,P. Pérez Rovira;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
264;597480;2009;20090619;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;;30SYH18;30SYH1288;;38,71524;-0,56164;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,P. Pérez Rovira;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
265;597389;2009;20090619;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;;30SYH18;30SYH1188;;38,71548;-0,57313;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,P. Pérez Rovira;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
266;1406073;2001;20010331;Convolvulus lanuginosus;;Spain;ALICANTE;Beneixama;;30SXH98;30SXH9388;;38,7196;-0,78001;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
267;599725;2009;20090621;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;Parc Natural de la Serra de Mariola;30SYH18;30SYH1889;;38,72279;-0,49237;;inconnu;lieux dit;1000;import BDD internet;A. Dalmau Alcina,B. Mascarós Rosario,I. Balada Mallasen,J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
268;589308;2009;20090619;Convolvulus lanuginosus;;Spain;ALICANTE;Alcoi;;30SYH18;30SYH1489;;38,72376;-0,53834;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
269;590448;2009;20090618;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;;30SYH18;30SYH1389;;38,72401;-0,54984;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,P. Pérez Rovira;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
270;597523;2009;20090619;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;;30SYH18;30SYH1289;;38,72425;-0,56133;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,P. Pérez Rovira;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
271;597124;2009;20090619;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;;30SYH18;30SYH1189;;38,72449;-0,57282;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella,P. Pérez Rovira;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
272;1238693;2011;20110611;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;Serra de Mariola;30SYH08;30SYH0789;;38,72543;-0,6188;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
273;1238881;2011;20110611;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;Serra de Mariola;30SYH08;30SYH0689;;38,72567;-0,63029;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
274;714526;1985;19850627;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;Morro del Poro;30SYH08;30SYH0489;;38,72613;-0,65328;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
275;1317696;2011;20110422;Convolvulus lanuginosus;;Spain;ALICANTE;Beneixama;Sierra de la Solana;30SXH98;30SXH9689;;38,72794;-0,74524;;inconnu;lieux dit;1000;import BDD internet;J. Aragoneses García;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
276;1061887;2011;20110616;Convolvulus lanuginosus;;Spain;ALICANTE;Beneixama;;30SXH98;30SXH9289;;38,72882;-0,79123;;inconnu;lieux dit;1000;import BDD internet;J. Aragoneses García;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
277;1058536;2011;20110604;Convolvulus lanuginosus;;Spain;ALICANTE;El Camp de Mirra;;30SXH88;30SXH8989;;38,72947;-0,82571;;inconnu;lieux dit;1000;import BDD internet;J. Aragoneses García;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
278;1315933;2011;20110605;Convolvulus lanuginosus;;Spain;VALENCIA;Fontanars dels Alforins;Sierra de la Solana;30SXH88;30SXH8889;;38,72968;-0,83721;;inconnu;lieux dit;1000;import BDD internet;J. Aragoneses García;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
279;1061665;2011;20110615;Convolvulus lanuginosus;;Spain;ALICANTE;Villena;;30SXH88;30SXH8789;;38,72989;-0,84871;;inconnu;lieux dit;1000;import BDD internet;J. Aragoneses García;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
280;354216;2007;20070729;Convolvulus lanuginosus;;Spain;ALICANTE;Cocentaina;Les Clapisses;30SYH19;30SYH1990;;38,73154;-0,48056;;inconnu;lieux dit;1000;import BDD internet;A. Bort,L. Serra Laliga;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
281;1238794;2011;20110611;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;Serra de Mariola;30SYH09;30SYH0690;;38,73467;-0,63;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
282;500196;1997;19970404;Convolvulus lanuginosus;;Spain;VALENCIA;Bocairent;La Rambla;30SXH99;30SXH9990;;38,73627;-0,71047;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
283;643378;1997;19970724;Convolvulus lanuginosus;;Spain;VALENCIA;Fontanars dels Alforins;Alt del Moro;30SXH99;30SXH9291;;38,74683;-0,79067;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
284;1056395;2011;20110631;Convolvulus lanuginosus;;Spain;VALENCIA;Fontanars dels Alforins;;30SXH99;30SXH9492;;38,7554;-0,76739;;inconnu;lieux dit;1000;import BDD internet;J. Riera Vicent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
285;1406069;1984;19840630;Convolvulus lanuginosus;;Spain;ALICANTE;Villena;;30SXH89;30SXH8192;;38,75816;-0,9169;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
286;703445;2010;20100614;Convolvulus lanuginosus;;Spain;ALICANTE;Villena;Cerro El Rocín;30SXH79;30SXH7893;;38,76777;-0,95115;;inconnu;lieux dit;1000;import BDD internet;A. Navarro Peris,J. E. Oltra Benavent,J. Pérez Botella;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;duplicata point précis Valence, Visto vivo, 
287;728451;2006;20060430;Convolvulus lanuginosus;;Spain;VALENCIA;Ontinyent;Umbría de Ponce;30SYH09;30SYH0295;;38,78061;-0,67452;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
288;1406072;2001;20010331;Convolvulus lanuginosus;;Spain;VALENCIA;Moixent;;30SXH89;30SXH8896;;38,79272;-0,83531;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
289;1406169;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH29;30SYH2097;;38,79431;-0,46684;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
290;1406167;2001;20010422;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH19;30SYH1997;;38,79456;-0,47834;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
291;1406181;1994;19940614;Convolvulus lanuginosus;;Spain;ALICANTE;Planes;;30SYH39;30SYH3398;;38,79998;-0,31696;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
292;1523208;2012;20120626;Convolvulus lanuginosus;;Spain;ALICANTE;Planes;Serra de Cantalar;30SYH39;30SYH3198;;38,8005;-0,33997;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
293;1406173;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH29;30SYH2298;;38,80282;-0,44351;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
294;1406171;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH29;30SYH2198;;38,80307;-0,45502;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
295;1406170;2001;20010422;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH29;30SYH2098;;38,80332;-0,46652;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
296;1406168;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH19;30SYH1998;;38,80357;-0,47803;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
297;35337;2003;20030806;Convolvulus lanuginosus;;Spain;ALICANTE;Agres;La Cova Alta;30SYH19;30SYH1698;;38,80431;-0,51254;;inconnu;lieux dit;1000;import BDD internet;J. Pérez Botella,J. Rubio,L. Serra Laliga;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
298;1406179;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Beniarrés;;30SYH29;30SYH2999;;38,81003;-0,36265;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
299;1406177;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Beniarrés;;30SYH29;30SYH2899;;38,81029;-0,37415;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
300;1406175;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Gaianes;;30SYH29;30SYH2399;;38,81157;-0,43168;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
301;1406174;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH29;30SYH2299;;38,81182;-0,44319;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
302;1406172;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYH29;30SYH2199;;38,81207;-0,4547;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
303;1523204;2012;20120607;Convolvulus lanuginosus;;Spain;VALENCIA;El Palomar;Port d'Albaida;30SYH29;30SYH2099;;38,81232;-0,4662;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
304;728450;2006;20060430;Convolvulus lanuginosus;;Spain;VALENCIA;Agullent;Fornet de la Neu;30SYH19;30SYH1299;;38,81428;-0,55826;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
305;1406256;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Gaianes;;30SYJ20;30SYJ2400;;38,82032;-0,41985;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
306;1406255;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Gaianes;;30SYJ20;30SYJ2300;;38,82057;-0,43136;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
307;1406254;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Muro de Alcoy;;30SYJ20;30SYJ2200;;38,82082;-0,44287;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
308;1129853;2001;20010422;Convolvulus lanuginosus;;Spain;VALENCIA;El Palomar;Peñeta de la Hiedra;30SYJ20;30SYJ2000;;38,82132;-0,46588;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
309;1118181;2001;20010422;Convolvulus lanuginosus;;Spain;VALENCIA;El Palomar;Alto de Fontanars;30SYJ10;30SYJ1900;;38,82157;-0,47739;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
310;1118044;2006;20060430;Convolvulus lanuginosus;;Spain;VALENCIA;Benissoda;;30SYJ10;30SYJ1400;;38,8228;-0,53493;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
311;1118548;2006;20060430;Convolvulus lanuginosus;;Spain;VALENCIA;Agullent;;30SYJ10;30SYJ1300;;38,82304;-0,54644;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
312;1108448;2006;20060430;Convolvulus lanuginosus;;Spain;VALENCIA;Agullent;Barranco del Sapo;30SYJ10;30SYJ1100;;38,82353;-0,56946;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
313;1406260;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;Beniarrés;;30SYJ30;30SYJ3001;;38,82777;-0,35047;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
314;1135655;1985;19850629;Convolvulus lanuginosus;;Spain;VALENCIA;Beniatjar;Serra del Benicadell;30SYJ20;30SYJ2501;;38,82906;-0,40802;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
315;1109983;1985;19850404;Convolvulus lanuginosus;;Spain;VALENCIA;Beniatjar;;30SYJ20;30SYJ2401;;38,82932;-0,41953;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
316;1135654;1985;19850629;Convolvulus lanuginosus;;Spain;VALENCIA;Beniatjar;Serra del Benicadell;30SYJ20;30SYJ2301;;38,82957;-0,43103;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
317;1135653;1985;19850629;Convolvulus lanuginosus;;Spain;VALENCIA;Otos;Serra del Benicadell;30SYJ20;30SYJ2201;;38,82982;-0,44254;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
318;373475;2007;20070426;Convolvulus lanuginosus;;Spain;VALENCIA;Moixent;MRF El Xocolater;30SXJ90;30SXJ9501;;38,83622;-0,75335;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
319;373478;2007;20070311;Convolvulus lanuginosus;;Spain;VALENCIA;Beniatjar;Serra del Benicadell;30SYJ20;30SYJ2502;;38,83807;-0,40769;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
320;1406264;1982;19820612;Convolvulus lanuginosus;;Spain;ALICANTE;Pego;;30SYJ40;30SYJ4803;;38,84089;-0,14263;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
321;373474;2007;20070426;Convolvulus lanuginosus;;Spain;VALENCIA;Moixent;MRF Barranc del Comediant;30SXJ90;30SXJ9502;;38,84522;-0,75306;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
322;1406262;2012;20120410;Convolvulus lanuginosus;;Spain;ALICANTE;L'Orxa;;30SYJ30;30SYJ3203;;38,84525;-0,32678;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
323;1118995;2005;20050402;Convolvulus lanuginosus;;Spain;VALENCIA;Salem;Collado del Raconet;30SYJ20;30SYJ2803;;38,8463;-0,37283;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
324;1131782;2005;20050402;Convolvulus lanuginosus;;Spain;VALENCIA;Salem;Puerto de Salem;30SYJ20;30SYJ2703;;38,84655;-0,38434;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
325;402907;2007;200711;Convolvulus lanuginosus;;Spain;VALENCIA;Vallada;Alt de la Creu;30SYJ00;30SYJ0203;;38,85265;-0,67217;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
326;405009;2007;200711;Convolvulus lanuginosus;;Spain;VALENCIA;Vallada;Serra Grossa;30SYJ00;30SYJ0103;;38,85288;-0,68369;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
327;1406149;2001;20010211;Convolvulus lanuginosus;;Spain;VALENCIA;Moixent;;30SXJ90;30SXJ9503;;38,85423;-0,75278;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
328;756220;2010;20100411;Convolvulus lanuginosus;;Spain;VALENCIA;Castelló de Rugat;;30SYJ30;30SYJ3004;;38,85478;-0,34947;;inconnu;lieux dit;1000;import BDD internet;J. E. Oltra Benavent;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
329;1113995;2005;20050402;Convolvulus lanuginosus;;Spain;VALENCIA;Salem;El Blanquer;30SYJ20;30SYJ2804;;38,8553;-0,3725;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
330;1113994;2005;20050402;Convolvulus lanuginosus;;Spain;VALENCIA;Salem;El Blanquer;30SYJ20;30SYJ2704;;38,85556;-0,38401;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
331;1135156;2010;20100122;Convolvulus lanuginosus;;Spain;VALENCIA;Villalonga;Serra de Gallinera;30SYJ40;30SYJ4005;;38,86111;-0,234;;inconnu;lieux dit;1000;import BDD internet;G. Mateo Sanz;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
332;390261;2007;200711;Convolvulus lanuginosus;;Spain;VALENCIA;Ontinyent;Alt del Flare;30SYJ00;30SYJ0304;;38,86142;-0,66036;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
333;403672;2007;200711;Convolvulus lanuginosus;;Spain;VALENCIA;Ontinyent;Lloma del Xorlet;30SYJ00;30SYJ0204;;38,86165;-0,67188;;inconnu;lieux dit;1000;import BDD internet;S. Fos Martín;;biodiversidad_valencia;;;;;libre;;communidad_valenciana;;;;;;;;;;;, Visto vivo, 
